venue_name,event_type,expected_attendance,temperature,humidity,rainfall,transport_delay_score,road_congestion_score,crowd_density_score,hospital_distance_km,police_station_distance_km,accessibility_score,social_media_risk_score,final_crisis_risk_score,risk_level,recommended_action
Suncorp Stadium,Tennis,74180,22.16,79.74,22.28,60,57,30,3.24,5.95,71,31,69.01,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Swimming,74868,19.12,39.44,29.78,79,6,3,4.39,6.72,70,74,56.99,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Basketball,32939,34.59,54.24,12.74,74,29,98,7.1,4.97,82,26,99.64,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Tennis,83467,21.24,89.17,2.28,18,80,44,10.89,7.21,95,27,76.35,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Basketball,49458,34.99,61.41,11.2,60,8,76,7.96,1.5,98,1,85.69,High,"Deploy additional transport, security, and medical support."
The Gabba,Basketball,43314,26.45,51.41,7.89,87,66,29,6.34,6.09,48,82,91.01,High,"Deploy additional transport, security, and medical support."
Victoria Park,Tennis,58863,33.56,81.27,17.39,74,30,32,13.48,0.73,46,30,99.88,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Closing Ceremony,79877,29.79,65.8,22.17,79,18,80,13.48,7.02,88,72,106.34,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Opening Ceremony,15846,21.01,60.8,15.13,99,58,35,7.69,3.66,96,16,75.92,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Athletics,11083,26.93,48.98,24.75,20,51,81,13.03,3.34,88,43,88.76,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Athletics,59079,21.92,72.95,11.71,52,50,52,5.83,1.46,42,73,83.64,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Athletics,60479,32.06,46.89,5.5,57,94,58,0.83,9.02,76,82,91.45,High,"Deploy additional transport, security, and medical support."
Victoria Park,Opening Ceremony,83947,20.55,70.16,2.25,13,90,32,5.43,7.23,60,22,64.73,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Cycling,77932,20.33,64.5,13.11,98,37,87,7.71,1.39,94,59,91.99,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Opening Ceremony,81860,24.41,89.8,25.37,56,13,43,5.91,4.14,88,11,68.38,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Swimming,16109,31.96,51.03,10.08,30,79,30,7.93,4.28,52,51,85.7,High,"Deploy additional transport, security, and medical support."
The Gabba,Closing Ceremony,43985,28.88,35.44,2.85,51,33,48,6.87,5.22,71,12,72.13,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Athletics,44159,37.23,67.96,24.22,23,62,85,10.55,2.12,99,17,98.49,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Closing Ceremony,44220,19.45,81.77,6.39,71,78,51,7.84,9.73,96,68,86.62,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Athletics,16136,26.3,52.98,18.2,32,71,19,3.75,5.19,95,89,70.78,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Athletics,54950,23.7,48.16,23.61,2,89,8,10.04,9.61,89,77,69.12,Medium,Increase monitoring and prepare support teams.
Victoria Park,Swimming,30825,29.71,65.12,19.21,70,20,18,12.62,1.91,72,31,83.3,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Closing Ceremony,41948,33.78,54.3,12.14,8,24,88,13.19,7.83,59,92,103.57,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Opening Ceremony,63051,34.59,73.72,28.37,25,55,99,12.91,5.54,76,96,116.73,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Cycling,58251,28.57,79.58,22.07,98,36,95,5.57,3.28,100,11,94.98,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Closing Ceremony,53671,23.5,75.32,2.82,83,55,13,10.75,3.33,43,90,92.92,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Cycling,32050,36.33,73.8,20.15,20,21,8,10.3,7.2,83,44,77.57,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Closing Ceremony,51716,28.44,39.08,5.76,54,4,58,12.83,9.98,40,82,93.44,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Cycling,38927,18.24,89.86,8.43,39,82,81,11.9,3.47,86,17,87.52,High,"Deploy additional transport, security, and medical support."
Victoria Park,Opening Ceremony,67694,21.76,69.36,10.09,6,77,52,3.09,9.07,77,21,62.35,Medium,Increase monitoring and prepare support teams.
Brisbane Convention Centre,Closing Ceremony,61115,30.77,37.78,27.79,90,88,12,12.98,5.88,80,2,88.56,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Opening Ceremony,34048,31.62,55.51,4.37,81,49,28,11.38,5.14,56,55,96.54,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Tennis,72650,34.76,83.55,27.66,60,22,26,0.85,4.78,55,40,77.82,High,"Deploy additional transport, security, and medical support."
The Gabba,Paralympic Event,20588,21.29,72.9,15.44,99,48,72,10.44,7.9,89,85,100.99,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Cycling,72264,33.07,74.4,20.08,40,6,86,9.51,7.89,56,29,94.26,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Tennis,60186,30.86,73.1,26.13,78,76,76,3.03,3.56,47,42,100.14,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Closing Ceremony,10539,29.56,76.21,28.94,76,0,86,13.98,2.14,75,34,102.17,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Closing Ceremony,30117,33.36,76.1,9.35,39,64,28,1.55,8.87,58,2,72.67,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Swimming,60264,31.56,57.79,20.69,35,96,83,10.81,1.45,53,90,113.11,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Tennis,19439,18.98,36.71,16.63,3,93,82,0.73,1.37,52,77,70.78,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Basketball,36541,29.64,38.04,4.34,69,89,65,6.68,9.86,89,18,88.49,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Closing Ceremony,78631,32.96,84.67,4.19,47,54,74,10.76,4.9,99,7,95.54,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Basketball,6160,34.2,39.82,19.02,84,89,58,11.04,6.01,63,43,108.37,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Closing Ceremony,50278,24.02,60.49,17.98,24,60,65,13.86,1.72,51,8,84.84,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Opening Ceremony,30854,26.51,48.6,22.45,85,88,60,9.24,5.82,55,14,94.76,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Closing Ceremony,21571,35.33,89.04,15.84,21,54,56,9.9,3.72,93,28,91.8,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Opening Ceremony,30135,36.47,47.64,22.49,100,70,45,13.51,5.42,41,69,119.18,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Basketball,46787,23.74,51.15,11.99,45,85,12,0.85,6.02,58,59,65.24,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Basketball,24689,31.05,74.99,0.02,69,69,54,10.37,2.27,72,15,96.76,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Closing Ceremony,53068,37.73,52.34,3.46,100,30,91,4.09,5.31,66,98,114.61,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Opening Ceremony,45818,20.07,58.73,6.9,100,58,1,14.14,9.11,82,62,84.15,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Athletics,60184,28.82,74.34,16.7,98,93,75,14.19,3.69,96,67,119.77,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Closing Ceremony,28123,26.27,46.34,26.3,62,46,0,3.51,9.11,56,77,68.99,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Tennis,59796,19.34,60.56,24.62,50,53,15,0.98,9.17,80,93,61.41,Medium,Increase monitoring and prepare support teams.
The Gabba,Opening Ceremony,35990,34.73,63.18,4.06,54,76,94,3.37,0.59,83,56,102.01,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Basketball,5799,21.66,58.65,29.53,72,6,7,11.76,7.62,79,2,61.88,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Athletics,83798,28.87,70.96,11.61,3,5,37,11.33,1.39,63,91,80.23,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Paralympic Event,77908,34.45,46.55,11.82,100,61,26,12.12,4.69,93,34,97.95,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Paralympic Event,19716,37.65,56.95,12.46,34,96,50,11.83,7.71,83,64,106.47,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Cycling,52703,23.85,79.61,2.63,79,55,37,11.12,4.61,46,0,85.94,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Closing Ceremony,50468,26.94,61.01,19.31,96,70,11,14.59,0.86,94,50,93.91,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Basketball,51146,35.07,82.49,23.18,96,83,13,11.06,3.58,99,78,107.75,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Opening Ceremony,13630,20.26,54.33,29.95,78,79,23,5.77,6.59,80,40,72.32,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Opening Ceremony,5496,36.09,88.28,29.76,73,54,18,4.54,9.53,46,25,89.71,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Paralympic Event,21375,33.69,80.45,27.41,94,91,70,2.68,0.87,46,99,116.72,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Closing Ceremony,54907,37.64,84.38,3.86,54,92,29,9.26,9.39,76,90,109.47,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Swimming,76325,18.38,36.97,27.45,48,72,40,11.11,7.24,44,92,84.07,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Swimming,44322,22.39,59.13,23.46,62,92,34,4.82,6.77,70,40,76.67,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Tennis,5660,23.48,52.32,3.5,97,2,79,4.26,3.28,89,83,85.41,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Tennis,35346,19.92,85.74,17.05,55,51,47,12.41,1.38,70,26,82.68,High,"Deploy additional transport, security, and medical support."
The Gabba,Opening Ceremony,19925,26.96,70.02,6.64,71,65,5,9.46,4.84,60,73,87.2,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Swimming,25895,34.03,57.58,6.9,45,33,100,0.65,7.88,46,69,95.15,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Closing Ceremony,33523,30.84,48.51,3.28,62,20,2,4.44,8.62,49,26,65.84,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Paralympic Event,54177,32.1,59.8,3.02,46,94,34,7.34,7.25,93,82,93.3,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Opening Ceremony,6055,36.23,70.89,23.21,50,69,7,3.9,5.07,67,38,81.06,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Basketball,38971,26.67,56.82,28.14,55,65,58,3.95,8.29,59,86,88.7,High,"Deploy additional transport, security, and medical support."
The Gabba,Swimming,59176,32.65,72.72,25.0,85,57,97,11.09,5.56,81,92,122.22,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Paralympic Event,70018,20.84,46.76,3.17,79,35,47,8.19,4.45,45,73,83.56,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Basketball,23325,25.45,47.67,16.83,25,74,87,13.63,1.29,100,59,94.84,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Paralympic Event,45768,22.95,79.4,22.89,88,71,67,13.7,9.64,96,99,110.25,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Athletics,70037,20.51,78.26,0.54,21,67,18,11.23,3.47,58,15,68.4,Medium,Increase monitoring and prepare support teams.
Brisbane Entertainment Centre,Opening Ceremony,44023,23.8,69.59,3.54,67,24,62,0.5,1.71,65,60,74.75,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Swimming,51433,33.57,68.47,29.13,68,51,85,1.42,4.26,48,92,104.18,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Swimming,35857,35.51,57.85,12.08,9,5,61,14.29,0.71,98,55,88.97,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Paralympic Event,63734,23.05,64.38,24.71,47,31,50,3.13,7.26,75,69,71.41,Medium,Increase monitoring and prepare support teams.
Brisbane Convention Centre,Tennis,16322,37.26,41.97,12.62,40,80,46,1.82,0.69,70,18,80.94,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Swimming,15588,21.9,79.88,24.08,18,54,56,4.68,2.74,90,84,74.58,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Opening Ceremony,51766,18.14,43.41,2.07,9,55,11,2.66,2.79,100,60,44.07,Low,Continue normal monitoring.
The Gabba,Basketball,52113,18.39,42.44,20.86,81,61,89,5.98,3.51,63,76,90.1,High,"Deploy additional transport, security, and medical support."
Victoria Park,Closing Ceremony,25234,31.67,35.16,27.93,36,12,73,10.13,2.92,40,62,91.02,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Athletics,6894,21.15,44.57,22.82,36,28,11,6.0,5.31,87,82,58.82,Medium,Increase monitoring and prepare support teams.
The Gabba,Paralympic Event,21651,32.53,86.08,24.13,33,6,34,5.46,2.1,64,58,78.44,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Paralympic Event,33757,26.47,35.25,9.4,70,92,95,8.45,7.18,44,61,106.03,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Tennis,44697,18.11,53.04,19.81,65,12,61,5.33,6.86,76,36,65.53,Medium,Increase monitoring and prepare support teams.
Victoria Park,Swimming,30378,33.96,85.68,29.36,17,35,32,14.94,1.48,56,39,92.91,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Opening Ceremony,83343,33.87,39.71,5.5,57,11,47,1.0,3.54,49,38,73.7,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Basketball,65719,34.31,38.45,24.46,74,70,28,9.04,5.45,87,73,95.05,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Closing Ceremony,73232,30.18,44.86,6.77,6,15,18,5.28,6.08,50,75,65.06,Medium,Increase monitoring and prepare support teams.
Victoria Park,Athletics,35505,19.49,63.07,29.08,49,35,91,1.85,5.45,99,11,65.17,Medium,Increase monitoring and prepare support teams.
The Gabba,Swimming,78596,30.89,36.56,24.86,8,61,85,3.62,0.88,83,21,74.83,Medium,Increase monitoring and prepare support teams.
Brisbane Entertainment Centre,Swimming,47770,33.17,78.65,18.49,81,25,12,12.97,9.48,99,86,97.01,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Paralympic Event,83424,32.93,82.18,14.85,88,23,71,8.38,7.26,92,82,106.31,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Closing Ceremony,26143,36.06,82.53,13.94,61,69,68,12.14,4.6,89,60,113.51,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Basketball,79311,21.4,53.44,18.24,89,47,43,2.31,0.75,65,32,71.06,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Closing Ceremony,28086,32.62,82.96,2.94,52,13,15,1.21,8.6,56,11,65.55,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Tennis,24346,23.64,64.2,1.55,88,63,23,2.42,2.72,45,36,75.33,High,"Deploy additional transport, security, and medical support."
Victoria Park,Basketball,70883,26.95,78.44,18.55,85,50,64,7.4,7.05,96,78,97.81,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Swimming,39033,25.76,44.39,6.81,98,38,71,5.44,3.58,63,86,95.38,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Opening Ceremony,26213,29.25,71.9,21.09,76,24,50,14.37,7.78,63,18,95.14,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Basketball,13562,33.76,73.73,17.69,92,23,47,14.37,5.24,81,44,105.23,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Athletics,60309,27.09,46.51,0.11,52,17,86,0.52,5.47,43,43,76.86,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Swimming,22110,33.23,87.54,26.63,7,79,40,2.67,5.93,53,95,89.21,High,"Deploy additional transport, security, and medical support."
The Gabba,Paralympic Event,5634,33.67,49.76,20.94,76,31,79,2.39,2.39,50,52,93.85,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Opening Ceremony,36655,27.94,58.1,5.76,99,90,83,6.5,3.07,92,44,103.44,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Basketball,83616,23.2,67.32,7.84,13,7,47,2.2,7.96,46,78,63.74,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Opening Ceremony,12410,26.83,86.97,4.25,56,57,34,12.73,2.44,68,86,98.69,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Paralympic Event,40367,23.41,79.19,29.87,93,52,26,9.36,9.66,94,96,91.91,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Athletics,35099,21.42,83.03,21.15,89,21,96,11.84,1.98,68,85,106.82,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Cycling,26518,24.33,36.96,4.1,71,100,77,14.05,1.32,100,80,106.27,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Cycling,48484,35.35,50.82,9.99,87,20,32,2.97,3.5,83,50,82.1,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Paralympic Event,78167,37.44,43.44,22.0,28,16,59,13.78,3.24,60,50,96.36,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Swimming,73535,35.14,37.66,4.46,56,20,81,4.32,3.89,52,50,91.05,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Tennis,64940,26.53,64.56,0.68,72,90,3,6.18,6.41,64,14,75.14,High,"Deploy additional transport, security, and medical support."
Victoria Park,Swimming,48952,26.13,66.73,4.57,91,60,13,13.37,4.97,51,96,101.17,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Basketball,60781,34.09,71.25,11.94,37,79,51,12.14,8.53,68,43,101.46,Critical,Activate emergency response plan and redirect crowd movement.
RNA Showgrounds,Paralympic Event,8932,19.82,70.65,12.4,13,41,79,1.47,6.14,66,86,71.39,Medium,Increase monitoring and prepare support teams.
Victoria Park,Opening Ceremony,70587,35.95,71.09,26.46,42,6,41,7.57,3.49,80,91,90.36,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Opening Ceremony,39293,21.49,45.93,8.42,20,69,42,5.27,6.76,48,83,73.08,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Athletics,34265,33.37,83.68,6.65,48,16,62,2.5,7.87,80,68,86.05,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Paralympic Event,22106,20.9,75.52,18.04,44,58,44,8.37,5.53,48,16,75.06,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Opening Ceremony,83210,18.03,62.34,22.58,29,9,71,7.05,4.38,54,55,69.31,Medium,Increase monitoring and prepare support teams.
Suncorp Stadium,Athletics,79387,25.39,53.11,12.71,1,57,18,3.88,9.53,51,25,56.15,Medium,Increase monitoring and prepare support teams.
Brisbane Convention Centre,Cycling,66710,30.88,40.62,25.34,91,56,2,12.8,0.69,73,95,96.4,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Opening Ceremony,64622,26.61,60.7,7.2,92,32,37,6.43,3.25,82,66,84.83,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Athletics,30230,35.74,54.7,11.36,95,100,3,4.34,5.59,73,36,90.45,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Paralympic Event,32195,26.15,70.81,23.04,57,43,77,2.13,4.69,43,63,87.45,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Paralympic Event,74385,35.61,58.85,12.36,58,52,7,14.43,0.62,68,14,89.65,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Paralympic Event,7093,19.27,47.16,15.37,54,65,66,1.37,3.59,49,18,67.1,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Opening Ceremony,20003,25.98,84.74,29.97,42,10,47,9.29,3.7,67,82,85.07,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Tennis,68350,22.46,45.34,12.84,39,96,11,0.67,3.28,61,80,65.61,Medium,Increase monitoring and prepare support teams.
The Gabba,Swimming,55131,26.31,60.27,10.5,85,56,96,4.31,5.29,66,63,99.33,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Tennis,77413,22.29,70.07,15.18,97,47,98,13.39,8.53,72,43,107.54,Critical,Activate emergency response plan and redirect crowd movement.
Victoria Park,Basketball,84012,36.01,80.3,20.48,1,30,96,14.17,8.41,90,48,103.41,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Closing Ceremony,53791,31.15,58.36,4.59,73,71,63,14.67,3.18,53,27,107.89,Critical,Activate emergency response plan and redirect crowd movement.
The Gabba,Opening Ceremony,58767,26.52,50.82,4.81,45,14,1,11.14,0.79,96,51,65.56,Medium,Increase monitoring and prepare support teams.
South Bank Parklands,Swimming,50380,20.47,40.56,18.29,100,63,80,3.02,9.6,49,66,89.63,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Tennis,67142,22.2,62.05,0.59,20,29,91,4.17,2.86,82,21,68.25,Medium,Increase monitoring and prepare support teams.
Victoria Park,Opening Ceremony,67028,23.22,64.59,27.23,94,58,53,1.04,5.58,45,52,83.16,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Athletics,47244,22.61,77.51,10.17,93,51,25,2.87,4.64,86,7,68.01,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Cycling,48625,32.64,39.83,20.05,4,15,16,7.88,6.46,91,19,57.76,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Closing Ceremony,21065,28.01,61.6,4.73,92,82,43,4.24,5.07,89,71,92.41,High,"Deploy additional transport, security, and medical support."
RNA Showgrounds,Basketball,64405,33.36,37.23,3.69,44,70,79,1.76,0.85,83,32,83.81,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Basketball,8060,33.19,52.27,13.79,38,92,23,14.9,1.71,79,86,102.17,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Tennis,72913,26.33,56.2,16.03,87,96,52,5.47,4.4,66,37,91.98,High,"Deploy additional transport, security, and medical support."
Brisbane Entertainment Centre,Athletics,48372,18.84,62.67,17.53,29,48,40,8.82,8.61,69,24,64.94,Medium,Increase monitoring and prepare support teams.
The Gabba,Closing Ceremony,47595,32.65,86.32,19.72,31,20,9,13.84,4.97,94,16,77.34,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Closing Ceremony,76725,37.89,58.1,18.24,45,93,70,3.96,8.44,85,45,98.82,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Convention Centre,Tennis,52700,26.36,66.11,19.47,86,17,34,10.89,2.63,89,4,77.83,High,"Deploy additional transport, security, and medical support."
Queensland Tennis Centre,Swimming,75202,21.08,78.64,27.45,94,12,77,8.98,4.71,72,96,97.61,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Paralympic Event,39831,25.12,35.4,1.83,88,14,3,1.95,3.09,73,90,65.03,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Closing Ceremony,54695,23.96,67.92,15.09,71,77,32,1.59,9.46,96,1,65.62,Medium,Increase monitoring and prepare support teams.
Victoria Park,Tennis,23170,18.41,55.0,15.94,77,29,28,9.62,5.76,65,49,72.37,Medium,Increase monitoring and prepare support teams.
The Gabba,Paralympic Event,81215,35.45,46.86,2.51,94,80,88,14.63,6.24,52,18,121.81,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Closing Ceremony,60896,18.76,68.84,24.84,37,42,86,9.09,8.55,99,11,73.42,Medium,Increase monitoring and prepare support teams.
Victoria Park,Basketball,11021,31.35,68.52,19.31,39,7,60,10.46,3.98,83,78,90.84,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Basketball,60096,35.27,86.11,9.1,54,50,85,12.47,9.88,97,83,116.25,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Closing Ceremony,32453,34.48,35.29,16.94,36,67,97,9.85,8.59,89,86,106.94,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Basketball,78230,28.39,59.78,0.35,24,88,84,8.21,2.27,61,86,101.15,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Basketball,41572,30.15,56.67,7.96,32,99,85,10.47,4.04,84,72,105.29,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Closing Ceremony,33415,25.47,73.61,25.07,95,49,16,7.15,6.6,100,3,73.13,Medium,Increase monitoring and prepare support teams.
Queensland Tennis Centre,Basketball,67223,19.93,87.35,23.72,39,12,51,14.01,9.18,54,75,86.23,High,"Deploy additional transport, security, and medical support."
Victoria Park,Opening Ceremony,61440,35.04,65.76,15.96,19,72,58,2.22,7.73,95,77,86.39,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Opening Ceremony,42132,19.8,77.38,18.5,93,98,22,10.42,8.05,67,86,96.0,Critical,Activate emergency response plan and redirect crowd movement.
South Bank Parklands,Basketball,38746,28.35,56.01,16.93,37,61,6,2.31,0.89,91,25,58.59,Medium,Increase monitoring and prepare support teams.
The Gabba,Tennis,49348,27.09,74.58,3.22,80,21,12,9.69,9.85,69,7,74.53,Medium,Increase monitoring and prepare support teams.
Victoria Park,Tennis,54323,31.28,61.94,15.52,91,99,25,7.99,8.28,94,53,96.66,Critical,Activate emergency response plan and redirect crowd movement.
Brisbane Entertainment Centre,Closing Ceremony,84478,23.85,54.68,28.25,22,61,45,3.42,9.26,92,87,70.6,Medium,Increase monitoring and prepare support teams.
RNA Showgrounds,Paralympic Event,23907,32.74,44.79,24.74,12,46,8,12.94,3.03,68,36,75.32,High,"Deploy additional transport, security, and medical support."
Brisbane Convention Centre,Tennis,21191,34.72,74.51,15.7,78,96,12,5.4,4.96,89,98,99.74,Critical,Activate emergency response plan and redirect crowd movement.
Suncorp Stadium,Paralympic Event,38593,32.67,69.38,25.62,59,95,20,5.99,0.83,60,53,91.6,High,"Deploy additional transport, security, and medical support."
The Gabba,Closing Ceremony,56559,28.26,82.97,8.67,22,21,67,11.69,5.47,70,98,95.89,Critical,Activate emergency response plan and redirect crowd movement.
Queensland Tennis Centre,Athletics,64030,20.71,51.02,4.34,64,69,68,7.65,3.02,89,92,89.03,High,"Deploy additional transport, security, and medical support."
South Bank Parklands,Paralympic Event,61238,27.22,52.92,14.27,61,43,18,9.84,5.73,86,1,70.06,Medium,Increase monitoring and prepare support teams.
Victoria Park,Tennis,60773,31.15,84.23,11.79,76,10,9,8.98,7.05,94,19,75.88,High,"Deploy additional transport, security, and medical support."
Suncorp Stadium,Opening Ceremony,33804,31.79,72.36,7.57,27,96,42,10.08,3.57,68,26,91.52,High,"Deploy additional transport, security, and medical support."
